AUTO,distance,angle,Length,distance_2,angle_2,pre_monsoon1,post_monsoon1
1,300,236.184182848136,328,220,146.184182848132,275.510406494141,275.874847412109
1,300,236.184182848136,328,230,146.184182848132,275.796936035156,276.077819824219
1,300,236.184182848136,328,240,146.184182848132,275.940216064453,276.156646728516
1,300,236.184182848136,328,250,146.184182848132,276.045379638672,276.232727050781
1,300,236.184182848136,328,260,146.184182848132,276.125061035156,276.292572021484
1,300,236.184182848136,328,270,146.184182848132,276.197296142578,276.348815917969
1,300,236.184182848136,328,280,146.184182848132,276.425537109375,276.543518066406
1,300,236.184182848136,328,290,146.184182848132,276.498779296875,276.606842041016
1,300,236.184182848136,328,300,146.184182848132,276.621032714844,276.714752197266
1,300,236.184182848136,328,310,146.184182848132,276.732116699219,276.826019287109
1,300,236.184182848136,328,320,146.184182848132,276.792205810547,276.892730712891
1,350,229.11568029324,330,0,139.115680293233,277.6484375,277.668273925781
1,350,229.11568029324,330,10,139.115680293233,275.950805664062,276.027801513672
1,350,229.11568029324,330,20,139.115680293233,275.720092773438,275.807037353516
1,350,229.11568029324,330,30,139.115680293233,275.693420410156,275.747161865234
1,350,229.11568029324,330,40,139.115680293233,275.521911621094,275.733520507812
1,350,229.11568029324,330,50,139.115680293233,275.400573730469,275.703002929688
1,350,229.11568029324,330,60,139.115680293233,275.454284667969,275.668090820312
1,350,229.11568029324,330,70,139.115680293233,275.504089355469,275.636199951172
1,350,229.11568029324,330,80,139.115680293233,275.451629638672,275.622711181641
1,350,229.11568029324,330,90,139.115680293233,275.437927246094,275.603515625
1,350,229.11568029324,330,100,139.115680293233,275.418029785156,275.594757080078
1,350,229.11568029324,330,110,139.115680293233,275.228424072266,275.584564208984
1,350,229.11568029324,330,120,139.115680293233,275.181884765625,275.575927734375
1,350,229.11568029324,330,130,139.115680293233,275.106018066406,275.558013916016
1,350,229.11568029324,330,140,139.115680293233,275.068481445312,275.554901123047
1,350,229.11568029324,330,150,139.115680293233,275.024322509766,275.547210693359
1,350,229.11568029324,330,160,139.115680293233,275.187835693359,275.576721191406
1,350,229.11568029324,330,170,139.115680293233,275.109924316406,275.471099853516
1,350,229.11568029324,330,180,139.115680293233,275.084014892578,275.482025146484
1,350,229.11568029324,330,190,139.115680293233,274.970367431641,275.341003417969
1,350,229.11568029324,330,200,139.115680293233,274.949401855469,275.3603515625
1,350,229.11568029324,330,210,139.115680293233,274.912506103516,275.3623046875
1,350,229.11568029324,330,220,139.115680293233,275.098419189453,275.580383300781
1,350,229.11568029324,330,230,139.115680293233,275.273071289062,275.651733398438
1,350,229.11568029324,330,240,139.115680293233,275.471801757812,275.793151855469
1,350,229.11568029324,330,250,139.115680293233,275.632202148438,275.922576904297
1,350,229.11568029324,330,260,139.115680293233,275.872436523438,276.050262451172
1,350,229.11568029324,330,270,139.115680293233,275.973876953125,276.158874511719
1,350,229.11568029324,330,280,139.115680293233,276.209899902344,276.279052734375
1,350,229.11568029324,330,290,139.115680293233,276.553009033203,276.565307617188
1,350,229.11568029324,330,300,139.115680293233,276.657135009766,276.692779541016
1,350,229.11568029324,330,310,139.115680293233,276.869934082031,276.910217285156
1,350,229.11568029324,330,320,139.115680293233,277.734954833984,277.750274658203
1,400,232.408439540181,349,0,142.408439540188,276.855163574219,276.916625976562
1,400,232.408439540181,349,10,142.408439540188,276.647674560547,276.717437744141
1,400,232.408439540181,349,20,142.408439540188,275.950866699219,276.016357421875
1,400,232.408439540181,349,30,142.408439540188,275.460083007812,275.604187011719
1,400,232.408439540181,349,40,142.408439540188,275.421630859375,275.612121582031
1,400,232.408439540181,349,50,142.408439540188,275.386596679688,275.589202880859
1,400,232.408439540181,349,60,142.408439540188,275.395660400391,275.593475341797
1,400,232.408439540181,349,70,142.408439540188,275.397125244141,275.617156982422
1,400,232.408439540181,349,80,142.408439540188,275.27490234375,275.449035644531
1,400,232.408439540181,349,90,142.408439540188,275.247192382812,275.401458740234
1,400,232.408439540181,349,100,142.408439540188,275.278167724609,275.355072021484
1,400,232.408439540181,349,110,142.408439540188,275.165344238281,275.315155029297
1,400,232.408439540181,349,120,142.408439540188,275.185913085938,275.248016357422
1,400,232.408439540181,349,130,142.408439540188,275.115295410156,275.258575439453
1,400,232.408439540181,349,140,142.408439540188,274.946166992188,275.209411621094
1,400,232.408439540181,349,150,142.408439540188,274.933288574219,275.187255859375
1,400,232.408439540181,349,160,142.408439540188,274.830200195312,275.181671142578
1,400,232.408439540181,349,170,142.408439540188,275.030609130859,275.293304443359
1,400,232.408439540181,349,180,142.408439540188,274.980407714844,275.327270507812
1,400,232.408439540181,349,190,142.408439540188,275.113067626953,275.401672363281
1,400,232.408439540181,349,200,142.408439540188,275.037200927734,275.27783203125
